DEBUG: General     , 1759712274657> 17,385,802,747> LoggerManager.init                  > Initializing...
LOG  : Mod         , 1759712288914> 17,385,817,000> mod "tsarslib" overrides media/lua/shared/translate/it/recipes_it.txt
LOG  : Mod         , 1759712288914> 17,385,817,000> mod "tsarslib" overrides media/lua/shared/translate/it/tooltip_it.txt
LOG  : Mod         , 1759712288914> 17,385,817,000> mod "tsarslib" overrides media/lua/shared/translate/it/ig_ui_it.txt
LOG  : Mod         , 1759712288914> 17,385,817,000> mod "tsarslib" overrides media/lua/shared/translate/it/itemname_it.txt
LOG  : Mod         , 1759712288914> 17,385,817,000> mod "tsarslib" overrides media/lua/shared/translate/it/contextmenu_it.txt
LOG  : Mod         , 1759712288914> 17,385,817,000> mod "tsarslib" overrides media/lua/shared/translate/it/recorded_media_it.txt
LOG  : Mod         , 1759712288915> 17,385,817,000> mod "tsarslib" overrides media/lua/shared/translate/en/recorded_media_en.txt
LOG  : Mod         , 1759712288915> 17,385,817,000> mod "tsarslib" overrides media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1759712288915> 17,385,817,000> mod "tsarslib" overrides media/lua/shared/translate/en/contextmenu_en.txt
LOG  : Mod         , 1759712288915> 17,385,817,000> mod "tsarslib" overrides media/lua/shared/translate/en/tooltip_en.txt
LOG  : Mod         , 1759712288915> 17,385,817,000> mod "tsarslib" overrides media/lua/shared/translate/en/recipes_en.txt
LOG  : Mod         , 1759712288915> 17,385,817,000> mod "tsarslib" overrides media/lua/shared/translate/en/itemname_en.txt
LOG  : Mod         , 1759712288915> 17,385,817,000> mod "tsarslib" overrides media/lua/shared/translate/pl/ig_ui_pl.txt
LOG  : Mod         , 1759712288915> 17,385,817,000> mod "tsarslib" overrides media/lua/shared/translate/pl/tooltip_pl.txt
LOG  : Mod         , 1759712288915> 17,385,817,000> mod "tsarslib" overrides media/lua/shared/translate/pl/contextmenu_pl.txt
LOG  : Mod         , 1759712288915> 17,385,817,000> mod "tsarslib" overrides media/lua/shared/translate/pl/items_pl.txt
LOG  : Mod         , 1759712288915> 17,385,817,000> mod "tsarslib" overrides media/lua/shared/translate/pl/recipes_pl.txt
LOG  : Mod         , 1759712288915> 17,385,817,000> mod "tsarslib" overrides media/lua/shared/translate/es/itemname_es.txt
LOG  : Mod         , 1759712288915> 17,385,817,001> mod "tsarslib" overrides media/lua/shared/translate/es/contextmenu_es.txt
LOG  : Mod         , 1759712288915> 17,385,817,001> mod "tsarslib" overrides media/lua/shared/translate/es/recipes_es.txt
LOG  : Mod         , 1759712288915> 17,385,817,001> mod "tsarslib" overrides media/lua/shared/translate/es/ig_ui_es.txt
LOG  : Mod         , 1759712288915> 17,385,817,001> mod "tsarslib" overrides media/lua/shared/translate/es/tooltip_es.txt
LOG  : Mod         , 1759712288915> 17,385,817,001> mod "tsarslib" overrides media/lua/shared/translate/ru/contextmenu_ru.txt
LOG  : Mod         , 1759712288915> 17,385,817,001> mod "tsarslib" overrides media/lua/shared/translate/ru/ig_ui_ru.txt
LOG  : Mod         , 1759712288915> 17,385,817,001> mod "tsarslib" overrides media/lua/shared/translate/ru/recorded_media_ru.txt
LOG  : Mod         , 1759712288915> 17,385,817,001> mod "tsarslib" overrides media/lua/shared/translate/ru/recipes_ru.txt
LOG  : Mod         , 1759712288916> 17,385,817,001> mod "tsarslib" overrides media/lua/shared/translate/ru/itemname_ru.txt
LOG  : Mod         , 1759712288916> 17,385,817,002> mod "tsarslib" overrides media/lua/shared/translate/ru/tooltip_ru.txt
LOG  : Mod         , 1759712288916> 17,385,817,002> mod "tsarslib" overrides media/lua/shared/translate/fr/ig_ui_fr.txt
LOG  : Mod         , 1759712288916> 17,385,817,002> mod "tsarslib" overrides media/lua/shared/translate/fr/contextmenu_fr.txt
LOG  : Mod         , 1759712288917> 17,385,817,002> mod "tsarslib" overrides media/lua/shared/translate/ptbr/tooltip_ptbr.txt
LOG  : Mod         , 1759712288917> 17,385,817,002> mod "tsarslib" overrides media/lua/shared/translate/ptbr/itemname_ptbr.txt
LOG  : Mod         , 1759712288917> 17,385,817,002> mod "tsarslib" overrides media/lua/shared/translate/ptbr/recipes_ptbr.txt
LOG  : Mod         , 1759712288917> 17,385,817,002> mod "tsarslib" overrides media/lua/shared/translate/ptbr/ig_ui_ptbr.txt
LOG  : Mod         , 1759712288917> 17,385,817,002> mod "tsarslib" overrides media/lua/shared/translate/ptbr/contextmenu_ptbr.txt
LOG  : Mod         , 1759712288925> 17,385,817,010> loading autotsartrailers
LOG  : Mod         , 1759712288926> 17,385,817,011> mod "autotsartrailers" overrides changelog.txt
LOG  : Mod         , 1759712288927> 17,385,817,013> loading Arsenal(26)GunFighter[MAIN MOD 2.0]
LOG  : Mod         , 1759712288931> 17,385,817,016> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides preview.png
LOG  : Mod         , 1759712288931> 17,385,817,017> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/lua/shared/translate/en/ui_en.txt
LOG  : Mod         , 1759712288931> 17,385,817,017> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1759712288931> 17,385,817,017> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/lua/shared/translate/en/contextmenu_en.txt
LOG  : Mod         , 1759712288931> 17,385,817,017> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/lua/shared/translate/en/sandbox_en.txt
LOG  : Mod         , 1759712288931> 17,385,817,017> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/lua/shared/translate/en/tooltip_en.txt
LOG  : Mod         , 1759712288931> 17,385,817,017> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/lua/shared/translate/en/itemname_en.txt
LOG  : Mod         , 1759712288931> 17,385,817,017> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/lua/client/timedactions/israckfirearm.lua
LOG  : Mod         , 1759712288932> 17,385,817,017> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/lua/client/timedactions/isejectmagazine.lua
LOG  : Mod         , 1759712288932> 17,385,817,017> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/lua/client/timedactions/isunloadbulletsfromfirearm.lua
LOG  : Mod         , 1759712288932> 17,385,817,017> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/lua/client/timedactions/isreloadweaponaction.lua
LOG  : Mod         , 1759712288932> 17,385,817,017> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/lua/client/timedactions/isinsertmagazine.lua
LOG  : Mod         , 1759712288932> 17,385,817,017> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/lua/client/timedactions/isunloadbulletsfrommagazine.lua
LOG  : Mod         , 1759712288932> 17,385,817,017> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/fileguidtable.xml
LOG  : Mod         , 1759712288932> 17,385,817,017> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/animsets/player/ranged/handgun/handgunonfloor.xml
LOG  : Mod         , 1759712288932> 17,385,817,017> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/animsets/player/ranged/handgun/handgunemptyonfloor.xml
LOG  : Mod         , 1759712288932> 17,385,817,018> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/animsets/player/ranged/handgun/handgundefault.xml
LOG  : Mod         , 1759712288932> 17,385,817,018> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/animsets/player/ranged/handgun/handgunempty.xml
LOG  : Mod         , 1759712288932> 17,385,817,018> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/animsets/player/ranged/throw.xml
LOG  : Mod         , 1759712288932> 17,385,817,018> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/animsets/player/ranged/firearm/assaultrifleemptysingle.xml
LOG  : Mod         , 1759712288932> 17,385,817,018> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/animsets/player/ranged/firearm/assaultrifleburst.xml
LOG  : Mod         , 1759712288932> 17,385,817,018> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/animsets/player/ranged/firearm/assaultrifledefault.xml
LOG  : Mod         , 1759712288933> 17,385,817,018> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/animsets/player/ranged/firearm/assaultrifleempty.xml
LOG  : Mod         , 1759712288933> 17,385,817,018> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/animsets/player/ranged/firearm/firearmonfloor.xml
LOG  : Mod         , 1759712288933> 17,385,817,018> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/animsets/player/ranged/firearm/assaultriflesingle.xml
LOG  : Mod         , 1759712288933> 17,385,817,018> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/animsets/player/ranged/firearm/firearmdefault.xml
LOG  : Mod         , 1759712288933> 17,385,817,019> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/animsets/player/ranged/firearm/firearmempty.xml
LOG  : Mod         , 1759712288933> 17,385,817,019> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/animsets/player/ranged/firearm/assaultrifleemptyburst.xml
LOG  : Mod         , 1759712288934> 17,385,817,019> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/animsets/player/ranged/firearm/firearmemptyonfloor.xml
LOG  : Mod         , 1759712288934> 17,385,817,019> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/animsets/player/actions/rackriflenomag.xml
LOG  : Mod         , 1759712288934> 17,385,817,019> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/animsets/player/actions/rackrifleaimnomag.xml
LOG  : Mod         , 1759712288934> 17,385,817,020> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/animsets/player/actions/loadriflenomag.xml
LOG  : Mod         , 1759712288934> 17,385,817,020> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/animsets/player/actions/loaddblbarrel.xml
LOG  : Mod         , 1759712288934> 17,385,817,020> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/animsets/player/actions/unloaddblbarrel.xml
LOG  : Mod         , 1759712288935> 17,385,817,020> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/animsets/player-vehicle/actions/rackriflenomag.xml
LOG  : Mod         , 1759712288935> 17,385,817,020> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/animsets/player-vehicle/actions/rackrifleaimnomag.xml
LOG  : Mod         , 1759712288935> 17,385,817,021> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/animsets/player-vehicle/actions/loadriflenomag.xml
LOG  : Mod         , 1759712288935> 17,385,817,021> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/animsets/player-vehicle/actions/loaddblbarrel.xml
LOG  : Mod         , 1759712288936> 17,385,817,021> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/animsets/player-vehicle/actions/unloaddblbarrel.xml
LOG  : Mod         , 1759712288945> 17,385,817,031> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/textures/item_50bmground.png
LOG  : Mod         , 1759712288945> 17,385,817,031> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/textures/item_380stdmag.png
LOG  : Mod         , 1759712288950> 17,385,817,036> mod "Arsenal(26)GunFighter[MAIN MOD 2.0]" overrides media/textures/item_suppressor_oil.png
LOG  : Mod         , 1759712288952> 17,385,817,037> loading Arsenal(26)GunFighter
LOG  : Mod         , 1759712288954> 17,385,817,039> mod "Arsenal(26)GunFighter" overrides preview.png
LOG  : Mod         , 1759712288954> 17,385,817,039> mod "Arsenal(26)GunFighter" overrides media/lua/server/gunfighter_04server.lua
LOG  : Mod         , 1759712288954> 17,385,817,040> mod "Arsenal(26)GunFighter" overrides media/lua/server/items/brita_01removals.lua
LOG  : Mod         , 1759712288954> 17,385,817,040> mod "Arsenal(26)GunFighter" overrides media/lua/server/items/brita_06multi_distro.lua
LOG  : Mod         , 1759712288954> 17,385,817,040> mod "Arsenal(26)GunFighter" overrides media/lua/server/items/brita_03pre_attach.lua
LOG  : Mod         , 1759712288954> 17,385,817,040> mod "Arsenal(26)GunFighter" overrides media/lua/shared/translate/en/ui_en.txt
LOG  : Mod         , 1759712288954> 17,385,817,040> mod "Arsenal(26)GunFighter" overrides media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1759712288954> 17,385,817,040> mod "Arsenal(26)GunFighter" overrides media/lua/shared/translate/en/contextmenu_en.txt
LOG  : Mod         , 1759712288954> 17,385,817,040> mod "Arsenal(26)GunFighter" overrides media/lua/shared/translate/en/tooltip_en.txt
LOG  : Mod         , 1759712288954> 17,385,817,040> mod "Arsenal(26)GunFighter" overrides media/lua/shared/translate/en/itemname_en.txt
LOG  : Mod         , 1759712288954> 17,385,817,040> mod "Arsenal(26)GunFighter" overrides media/lua/shared/definitions/brita_attachedweapondefinitions.lua
LOG  : Mod         , 1759712288954> 17,385,817,040> mod "Arsenal(26)GunFighter" overrides media/lua/shared/gunfighter_01option.lua
LOG  : Mod         , 1759712288955> 17,385,817,040> mod "Arsenal(26)GunFighter" overrides media/lua/client/timedactions/ref_hardcore_reloading.lua
LOG  : Mod         , 1759712288955> 17,385,817,040> mod "Arsenal(26)GunFighter" overrides media/lua/client/timedactions/israckfirearm.lua
LOG  : Mod         , 1759712288955> 17,385,817,040> mod "Arsenal(26)GunFighter" overrides media/lua/client/timedactions/isejectmagazine.lua
LOG  : Mod         , 1759712288955> 17,385,817,040> mod "Arsenal(26)GunFighter" overrides media/lua/client/timedactions/isunloadbulletsfromfirearm.lua
LOG  : Mod         , 1759712288955> 17,385,817,040> mod "Arsenal(26)GunFighter" overrides media/lua/client/timedactions/isreloadweaponaction.lua
LOG  : Mod         , 1759712288955> 17,385,817,040> mod "Arsenal(26)GunFighter" overrides media/lua/client/timedactions/isinsertmagazine.lua
LOG  : Mod         , 1759712288955> 17,385,817,040> mod "Arsenal(26)GunFighter" overrides media/lua/client/timedactions/isunloadbulletsfrommagazine.lua
LOG  : Mod         , 1759712288955> 17,385,817,040> mod "Arsenal(26)GunFighter" overrides media/lua/client/gunfighter_02function.lua
LOG  : Mod         , 1759712288955> 17,385,817,040> mod "Arsenal(26)GunFighter" overrides media/lua/client/gunfighter_01keys.lua
LOG  : Mod         , 1759712288955> 17,385,817,040> mod "Arsenal(26)GunFighter" overrides media/lua/client/gunfighter_03transform.lua
LOG  : Mod         , 1759712288955> 17,385,817,040> mod "Arsenal(26)GunFighter" overrides media/fileguidtable.xml
LOG  : Mod         , 1759712288955> 17,385,817,040> mod "Arsenal(26)GunFighter" overrides media/animsets/player/ranged/handgun/handgunonfloor.xml
LOG  : Mod         , 1759712288955> 17,385,817,040> mod "Arsenal(26)GunFighter" overrides media/animsets/player/ranged/handgun/handgunemptyonfloor[3]burst.xml
LOG  : Mod         , 1759712288955> 17,385,817,040> mod "Arsenal(26)GunFighter" overrides media/animsets/player/ranged/handgun/handgun[2]burst.xml
LOG  : Mod         , 1759712288955> 17,385,817,041> mod "Arsenal(26)GunFighter" overrides media/animsets/player/ranged/handgun/handgunemptyonfloor.xml
LOG  : Mod         , 1759712288955> 17,385,817,041> mod "Arsenal(26)GunFighter" overrides media/animsets/player/ranged/handgun/handgun[h]onfloorsingle.xml
